"preusuel";"sexratio_prenom";"n"
"clementina";0;45
"clementine";0;756
"clémentine";0;36176
"clemie";0;28
"clemire";0;112
"clemmy";1;25
"clency";0,52;100
"cleo";0,113690476190476;3360
"cléo";0,108092144122859;1693
"cleonice";0;56
"cléonice";0;20
"cleopatre";0;84
"cleopha";1;21
"cleophas";1;134
"cleophee";0;536
"cléophée";0;446
"cleore";0;63
"cléore";0;36
"clermont";1;100
"clervie";0;292
"clery";1;228
"cléry";1;22
"clesia";0;22
"clet";0,885309278350515;776
"cleya";0;136
"cléya";0;40
"cleyton";1;40
"clhoe";0;137
"clif";1;21
"cliff";1;231
"clifford";1;178
"cliford";1;22
"clifton";1;59
"clint";1;95
"clinton";1;83
"clio";0;374
"clive";1;74
"clivia";0;53
"cloane";0;34
"clodette";0;171
"clodia";0;51
"clodie";0;63
"clodine";0;133
"clodius";1;45
"clodomir";1;321
"cloe";0;12620
"cloé";0;4191
"cloë";0;57
"cloee";0;129
"cloée";0;26
"cloelia";0;127
"cloélia";0;46
"clorinda";0;115
"clorinde";0;335
"clorinthe";0;91
"clotaire";0,966020579085906;4179
"clothaire";1;102
"clothilde";0;5857
"clotide";0;31
"clotilde";0,00410093471755274;27067
"cloud";0,663366336633663;101
"clovicia";0;21
"clovis";1;10040
"clyde";1;367
"coco";0;32
"coddy";1;49
"codou";0;35
"cody";1;493
"coecilia";0;20
"cohen";1;25
"colas";1;711
"colbert";1;629
"cole";1;60
"coleen";0,0282776349614396;1556
"coleene";0;45
"colette";0,000779579600236167;174453
"colin";1;5789
"coline";0;20698
"colinette";0;44
"colinne";0;46
"colleen";0;1653
"collette";0;1077
"collin";1;127
"colline";0;903
"collins";1;75
"collyn";0;22
"collyne";0;226
"colomb";1;35
"colomba";0;275
"colomban";1;234
"colombe";0,0264950794852385;3963
"colombine";0;235
"colyn";0,864864864864865;148
"colyne";0;1308
"colynn";0,277777777777778;72
"comba";0;21
"come";0,970837947582134;5418
"côme";0,992479318124843;3989
"conan";1;45
"conceicao";0;84
"concepcion";0;280
"conception";0;1282
"concession";0;27
"concetta";0;696
"concettina";0;114
"concha";0;76
"conchetta";0;42
"conchita";0;749
"cong";1;58
"connie";0;116
"connor";1;162
"conor";1;73
"conrad";1;758
"consolacion";0;22
"consolation";0;102
"constan";1;39
"constance";0,00161953407250529;24081
"constans";1;33
"constant";0,997509926643785;14859
"constantin";1;3495
"constantina";0;64
"constantine";0;345
"constantino";1;188
"constantinos";1;29
"constanza";0;29
"consuela";0;95
"consuelo";0,0426829268292683;492
"cooper";1;39
"coppelia";0;49
"cora";0;585
"cora-line";0;27
"corado";1;35
"corail";0;99
"coral";0;25
"coralia";0;86
"coralie";0;55155
"coraline";0;8858
"coralise";0;49
"coralline";0;44
"corally";0;22
"coraly";0;742
"coralye";0;34
"coralyn";0;32
"coralyne";0;507
"corane";0;26
"coranthin";1;21
"corantin";1;574
"corantine";0;40
"cordelia";0;188
"cordélia";0;58
"cordula";0;20
"corelia";0;81
"corelie";0;46
"corenthin";1;284
"corentin";1;57761
"corentine";0;1632
"corentyn";1;132
"coretta";0;28
"corey";1;123
"corian";1;31
"coriane";0;21
"corie";0;67
"corin";1;25
"corina";0;199
"corine";0;17160
"corinna";0;96
"corinne";0;162890
"coriolan";1;74
"corisande";0;62
"corneille";0,940568475452196;387
"cornel";1;21
"cornelia";0;526
"cornélia";0;64
"cornelie";0;511
"cornelis";1;79
"cornelius";1;86
"cornellia";0;25
"cornil";1;27
"corrado";1;169
"corrie";0;25
"corrine";0;679
"corrinne";0;70
"corry";1;32
"corto";1;605
"corwin";1;69
"cory";0,615686274509804;255
"coryne";0;102
"corynne";0;27
"coryse";0;137
"cosette";0;1566
"cosima";0;208
"cosimo";1;280
"coskun";1;66
"cosma";1;56
"cosme";1;328
"cosmin";1;58
"cosmo";1;56
"cossette";0;26
"costa";1;203
"costantino";1;43
"costanza";0;39
"costin";1;42
"coulibaly";1;20
"coumba";0;1855
"coupoussamy";1;40
"coura";0;47
"court";1;213
"courte";1;44
"courtney";0;119
"cozette";0;55
"craig";1;187
"crepin";0,775947281713344;607
"crescence";0;69
"crescent";0,805369127516778;447
"crescente";0;58
"creslaw";1;29
"crestina";0;42
"crina";0;22
"cris";1;150
"criss";1;36
"crista";0;39
"cristal";0;401
"cristale";0;108
"cristaline";0;20
"cristalle";0;24
"cristel";0,0353089533417402;793
"cristela";0;52
"cristele";0;206
"cristèle";0;31
"cristelle";0;2085
"cristian";1;376
"cristiana";0;153
"cristiane";0;149
"cristiano";1;1040
"cristina";0;2788
"cristina-maria";0;29
"cristine";0;291
"cristobal";1;283
"cristofe";1;33
"cristophe";1;157
"cristopher";1;100
"cristovao";1;102
"crocifissa";0;43
"cruz";1;85
"crys";1;47
"crysta";0;41
"crystal";0;1342
"crystale";0;227
"crystalle";0;35
"crystel";0;251
"crystele";0;115
"crystelle";0;314
"cuma";1;51
"cumali";1;21
"cunegonde";0;69
"cuneyt";1;66
"curt";1;422
"curtis";1;1916
"curtiss";1;36
"curtys";1;181
"custodio";1;34
"cyan";0,663793103448276;116
"cyana";0;224
"cyane";0;221
"cyann";0,128712871287129;303
"cyanna";0;50
"cyanne";0;87
"cyara";0;82
"cybele";0;194
"cybèle";0;73
"cybelia";0;309
"cybélia";0;31
"cybelle";0;63
"cybellia";0;105
"cybil";0;30
"cybile";0;43
"cybill";0;30
"cybille";0;111
"cyhan";1;26
"cylene";0;35
"cylia";0;1447
"cylian";1;275
"cyliana";0;24
"cyliane";0;142
"cyliann";1;26
"cylien";1;40
"cylinia";0;33
"cyllia";0;64
"cyllian";1;31
"cynda";0;62
"cyndel";0;222
"cyndelle";0;206
"cyndi";0;240
"cyndia";0;292
"cyndie";0;1738
"cyndra";0;60
"cyndy";0;152
"cynthia";0;22448
"cyntia";0;508
"cyprian";1;93
"cypriane";0;65
"cyprien";0,993447915677524;10531
"cyprienne";0;1182
"cyprille";0;41
"cyprine";0;28
"cyr";0,948275862068966;812
"cyran";1;29
"cyrano";1;92
"cyria";0;58
"cyriac";1;493
"cyriack";1;44
"cyriak";1;91
"cyrian";1;508
"cyriana";0;26
"cyriane";0;576
"cyriann";1;20
"cyrianne";0;102
"cyriaque";0,894615738610216;2173
"cyriel";0,625;304
"cyriele";0;57
"cyrielle";0;11274
"cyrienne";0;29
"cyril";1;88261
"cyrile";0,841004184100418;239
"cyrill";1;418
"cyrilla";0;28
"cyrille";0,958566338075793;38447
"cyrillia";0;153
"cyrina";0;31
"cyrine";0;1118
"cyrinne";0;31
"cyrius";1;53
"cyrus";1;336
"cyrvan";1;21
"czeslas";1;110
"czeslaw";1;1453
"czeslawa";0;339
"czestaw";1;36
"da";0;26
"daan";1;69
"daba";0,329545454545455;88
"dabhia";0;23
"dabia";0;136
"dabiha";0;36
"dabo";0;27
"daby";1;34
"dadi";1;29
"dado";0;466
"dady";1;25
"daegan";1;20
"dael";1;49
"daël";1;36
"daemon";1;73
"daena";0;44
"daenerys";0;84
"daeven";1;25
"daevon";1;47
"dafina";0;38
"dafne";0;71
"dafné";0;27
"dagan";1;55
"dagmar";0;104
"dagmara";0;21
"dagobert";1;65
"dahab";0;26
"dahaba";1;48
"dahbia";0;453
"dahia";0;22
"dahina";0;36
"dahlia";0;985
"dahlila";0;40
"dahlya";0;35
"dahman";1;32
"dahmane";1;134
"daho";1;61
"dahou";1;25
"dahyan";1;20
"dai";1;51
"daiana";0;116
"daïana";0;29
"daiki";1;20
"daila";0;23
"daina";0;299
"daïna";0;116
"daisie";0;44
"daissy";0;21
"daisuke";1;25
"daisy";0;4637
"daivy";1;154
"dakota";0,198675496688742;151
"dala";0;53
"dalaba";0;30
"dalal";0;199
"dalale";0;29
"dalanda";0;110
"dale";1;79
"dalel";0;145
"dalele";0;26
"dalenda";0;54
"dalhia";0;247
"dalhila";0;46
"dalhya";0;22
"dali";0,718253968253968;252
"dalia";0;1741
"daliah";0;26
"dalian";1;24
"daliana";0;68
"daliane";0;45
"dalibor";1;133
"daliborka";0;38
"dalida";0;839
"dalie";0;31
"dalil";1;1202
"dalila";0;11149
"dalilah";0;93
"dalile";1;24
"dalilha";0;46
"dalilla";0;35
"dalina";0;87
"dalinda";0;163
"daline";0;105
"daliya";0;51
"dalla";0,0662824207492795;347
"dallal";0;31
"dallel";0;24
"dallia";0;40
"dallila";0;74
"dallo";0;33
"dalloba";0;31
"dally";0;59
"daloba";0;169
"dalva";0;104
"dalvin";1;24
"daly";0,386666666666667;150
"dalya";0;566
"dalyan";1;39
"dalyana";0;29
"dalyl";1;44
"dama";1;104
"daman";1;44
"damaris";0;305
"damarys";0;25
"damas";1;168
"damase";0,835897435897436;195
"dame";1;23
"damia";0;168
"damian";1;1193
"damiana";0;52
"damiane";0,51219512195122;41
"damiano";1;134
"damien";0,999507295209638;125836
"damiene";0;43
"damienne";0;692
"damiens";1;289
"damir";1;171
"damjan";1;51
"damla";0;618
"damon";1;396
"damya";0;132
"damyan";1;77
"damyen";1;23
"dan";0,991790193842645;4385
"dana";0,0237388724035608;2022
"danae";0;1314
"danaé";0;285
"danaë";0;59
"danaee";0;27
"danael";1;159
"danaël";1;62
"danaelle";0;159
"danaëlle";0;50
"danah";0;26
"danais";0;24
"dane";1;142
"danel";1;23
"dang";1;77
"danh";1;56
"dani";0,938080495356037;646
"dania";0;1189
"danial";1;101
"danica";0;79
"danick";0,656862745098039;204
"danie";0,0417335473515249;623
"daniel";0,999606522974686;434587
"daniela";0;2556
"daniéla";0;25
"danièla";0;46
"daniele";0,00133149101871624;79610
"daniéle";0;40
"danièle";0;4983
"daniella";0;1801
"danielle";0;158183
"danielly";0;24
"danielo";1;35
"daniil";1;82
"danijel";1;56
"danijela";0;116
"danik";1;23
"danika";0;35
"danil";1;157
"danila";0;272
"danilla";0;27
"danillo";1;27
"danilo";1;453
"danilson";1;25
"danis";1;151
"danish";1;54
"danita";0;28
"danitcha";0;20
"danitza";0;87
"daniya";0;135
"daniyah";0;52
"daniyal";1;30
"danka";0;29
"dann";1;267
"danna";0;150
"dannick";0,515625;64
"dannie";0;152
"danny";0,811208515967439;3194
"danovan";1;21
"dante";1;959
"dantes";1;35
"danton";1;225
"danuta";0;106
"dany";0,694406388225623;25547
"danya";0;364
"danyah";0;23
"danyal";1;89
"danye";0;40
"danyel";1;84
"danyele";0;68
"danyl";1;230
"danyla";0;44
"danys";1;43
"dao";1;76
"daoud";1;892
"daouda";1;1128
"daoudi";1;20
"daouia";0;150
"daouya";0;61
"daphna";0;33
"daphne";0;495
"daphné";0;7971
"daphnee";0;1799
"daphnée";0;545
"daphney";0;64
"daphnis";1;33
"dara";0,583606557377049;305
"daran";1;23
"darcy";0,391025641025641;156
"dardan";1;32
"darel";1;180
"darell";1;282
"daren";1;449
"darenn";1;56
"dari";1;42
"daria";0;1102
"darian";1;77
"dariana";0;37
"dariane";0;79
"darick";1;27
"darie";0;230
"darielle";0;25
"daril";1;70
"darin";1;25
"darina";0;316
"darine";0;766
"darinka";0;26
"dario";1;2267
"daris";1;244
"darius";1;1652
"dariya";0;21
"darko";1;248
"darla";0;74
"darlane";0;21
"darlene";0;394
"darlène";0;65
"darline";0;59
"darling";0;64
"darly";1;20
"darnel";1;60
"darnell";1;75
"daron";1;27
"darrel";1;106
"darrell";1;101
"darren";1;1022
"darris";1;69
"darry";1;71
"darryl";1;345
"darshan";1;50
"darvin";1;33
"darwin";1;139
"dary";0,752380952380952;105
"darya";0;118
"daryan";1;29
"daryl";1;1301
"daryll";1;70
"daryna";0;28
"daryne";0;88
"daryo";1;36
"darys";1;55
"dasha";0;34
"dassine";0;59
"dastan";1;188
"dat";1;23
"daunia";0;28
"dauphin";1;32
"dauphine";0;190
"daurian";1;23
"dauriane";0;34
"daurine";0;28
"dave";1;1099
"daven";1;88
"davi";1;165
"davia";0;203
"david";0,999576834917531;311935
"david-alexandre";1;455
"david-emmanuel";1;85
"david-junior";1;37
"david-olivier";1;54
"david-vincent";1;37
"davida";0;23
"davide";0,913996627318718;593
"davidson";1;199
"davila";0;47
"davilia";0;28
"davin";1;32
"davina";0;1871
"davinia";0;35
"davis";1;285
"davit";1;43
"davon";1;147
"davor";1;62
"davud";1;88
"davut";1;177
"davy";0,994579657774471;9409
"davyd";1;41
"davyna";0;51
"davys";1;47
"dawen";1;34
"dawens";1;25
"dawid";1;81
"dawn";0;144
"dawood";1;24
"dawoud";1;190
"dawson";1;1067
"dawud";1;63
"daya";0;116
"dayan";1;971
"dayana";0;742
"dayane";0,748898678414097;227
"dayann";1;314
"dayanna";0;101
"dayanne";0;26
"daye";1;20
"dayen";1;123
"dayena";0;115
"dayina";0;31
"daylan";1;46
"daylia";0;29
"daylon";1;39
"daymon";1;163
"dayna";0;245
"daynis";1;67
"dayron";1;238
"dayronn";1;20
"days";1;25
"daysam";1;41
"dayson";1;33
"dayton";1;33
"dayvan";1;23
"dayven";1;77
"dayvis";1;23
"dayvon";1;205
"dayvonn";1;20
"dayyan";1;39
"de";0,560606060606061;66
"dea";0;214
"déa";0;33
"dean";1;754
"deana";0;58
"deanna";0;62
"deavon";1;35
"deavy";1;30
"debbie";0;87
"debby";0;43
"debhora";0;30
"debora";0;1479
"débora";0;251
"deborah";0;26196
"déborah";0;4286
"deborath";0;35
"deborha";0;44
"deborrah";0;80
"debra";0;333
"decius";1;29
"declan";1;225
"dede";0,276315789473684;76
"deeclan";1;29
"deelan";1;33
"defne";0;407
"defné";0;21
"dehbia";0;118
"dehia";0;21
"dehlia";0;140
"deirdre";0;52
"deivy";1;26
"dejan";1;676
"dejana";0;23
"dekra";0;65
"del";0,904761904761905;210
"delal";0;128
"delan";1;63
"delano";1;40
"dele";0;52
"delfim";1;42
"delfin";0,43;100
"delfina";0;132
"delfine";0;78
"delhia";0;354
"délhia";0;29
"delhya";0;45
"delia";0;1771
"délia";0;438
"deliah";0;29
"delice";0;224
"délice";0;26
"delicia";0;99
"délicia";0;26
"delie";0;20
"delil";1;98
"delila";0;139
"delilah";0;33
"delina";0;122
"délina";0;42
"delinda";0;228
"délinda";0;82
"deline";0;24
"delio";1;142
"délio";1;25
"delisia";0;42
"délisia";0;26
"delizia";0;115
"délizia";0;24
"della";0;51
"delle";0;83
"dellia";0;62
"delly";0;56
"dellya";0;26
"delmar";1;20
"delon";1;21
"deloula";0;23
"delphie";0;77
"delphin";1;1505
"delphina";0;95
"delphine";0,00054850336937784;127620
"délphine";0;32
"delphy";0;89
"delphyne";0;38
"delroy";1;21
"delson";1;29
"delvin";1;22
"delvina";0;32
"delya";0;604
"délya";0;145
"delyan";1;30
"delynda";0;36
"délynda";0;20
"demba";1;1356
"dembo";1;129
"demet";0;175
"demetre";1;36
"demetrio";1;123
"demetrius";1;37
"demhat";1;34
"demian";1;68
"demir";1;57
"demis";1;120
"demosthene";1;28
"demou";0;35
"dempsey";1;53
"demsey";1;52
"demy";0;24
"demyan";1;31
"den";1;20
"dena";0;47
"denez";1;48
"deni";1;105
"denia";0;298
"dénia";0;32
"denice";1;34
"deniel";1;23
"denilson";1;150
"denis";0,999561687568282;152859
"dénis";1;32
"denisa";0;240
"denise";0,000125278554968813;263413
"denisia";0;21
"deniss";1;30
"denissa";0;40
"denitsa";0;36
"deniz";0,650234741784038;1704
"déniz";1;29
"denize";0;236
"dennis";1;479
"denny";1;79
"dennys";1;186
"denovan";1;260
"denovane";1;37
"denver";1;24
"deny";1;141
"denya";0;77
"denys";1;1492
"dénys";1;36
"denyse";0;1441
"denyss";1;29
"denzel";1;349
"denzey";1;24
"deodat";1;53
"deolinda";0;176
"deon";1;33
"deotille";0;33
"dereck";1;196
"derek";1;427
"deren";1;23
"derhen";1;51
"deric";1;46
"derick";1;157
"derin";0;52
"derine";0;29
"derman";1;20
"derna";0;24
"derradji";1;38
"derrick";1;163
"derry";1;51
"dersim";1;42
"dervis";1;48
"derya";0;961
"desideria";0;51
"desiderio";1;20
"desilia";0;20
"desir";1;496
"désiré";0,995715872428201;18907
"desiree";0,00489795918367347;6125
"désirée";0;233
"desmond";1;66
"despina";0;89
"destan";1;38
"destin";1;48
"destina";0;27
"destinee";0;51
"destinée";0;23
"destiny";0,446601941747573;206
"desty";1;33
"detlef";1;21
"deusty";1;29
"dev";1;68
"deva";0,14968152866242;628
"déva";0;114
"devan";1;217
"dévan";1;30
"devane";1;24
"devann";1;41
"deve";1;40
"deven";1;355
"déven";1;38
"devi";0,357142857142857;140
"devid";1;35
"devika";0;45
"devin";1;51
"devina";0;22
"devis";1;58
"devlin";1;21
"devon";1;477
"dévon";1;47
"devone";1;33
"devonn";1;24
"devora";0;29
"devorah";0;42
"devote";0;144
"devran";1;317
"devrig";1;53
"devrim";0,883248730964467;197
"devris";1;25
"devy";0,846689895470383;287
"dévy";1;31
"dewi";1;238
"dewis";1;24
"dewran";1;26
"dexter";1;92
"deyan";1;234
"deyann";1;41
"deyna";0;32
"deynis";1;71
"deyniss";1;21
"deyvan";1;25
"deyven";1;20
"deyvon";1;41
"deyyan";1;23
"dezil";0;20
"dgina";0;31
"dgino";1;125
"dhalia";0;48
"dhalila";0;32
"dharma";0;46
"dhekra";0;28
"dhelia";0;118
"dhélia";0;42
"dhelya";0;22
"dhevan";1;28
"dhia";1;63
"dhia-eddine";1;20
"dhikra";0;47
"dhoha";0;52
"dhouha";0;43
"dhylan";1;21
"di";1;20
"dia";0,441176470588235;68
"diaba";0;216
"diabe";1;64
"diabou";0;62
"diaby";0,860759493670886;158
"diadie";1;262
"diadié";1;42
"diafara";1;47
"diago";1;62
"diagou";0;22
"diaguely";1;33
"diaguily";1;60
"diahara";0;24
"diahoumba";0;117
"diaka";0;63
"diakaria";1;23
"diakemba";0;29
"diakha";0;33
"diakhoumba";0;109
"diako";1;34
"diakoumba";0;32
"diala";0;75
"dialamba";0;40
"dialika";0;31
"dialla";0,291208791208791;182
"diallo";0;55
"diama";0;58
"diamant";0,559322033898305;59
"diamanta";0;41
"diamante";0;48
"diamantina";0;25
"diamantine";0;23
"diamantino";1;126
"diamilatou";0;40
"diaminatou";0;20
"diamond";0,695121951219512;82
"dian";1;25
"diana";0;8169
"dianaba";0;53
"diandra";0;120
"diane";0;19658
"diane-laure";0;49
"diane-marie";0;31
"diane-sophie";0;22
"dianga";0;22
"diango";1;51
"diangou";0;59
"diani";0;21
"dianke";0;68
"diankemba";0;36
"dianna";0;102
"dianne";0;63
"diano";1;22
"diany";0,373134328358209;67
"diar";1;79
"diara";0;145
"diaraye";0;71
"diaretou";0;25
"diariata";0;53
"diariatou";0;151
"diarietou";0;113
"diariyatou";0;25
"diarra";0,15112540192926;311
"diarry";0;75
"diary";0;70
"diatou";0;38
"diawoye";1;33
"diaz";1;37
"diba";0;46
"diboan";1;29
"dick";1;31
"dicklan";1;57
"dicko";0;50
"dickson";1;54
"diclan";1;22
"diclane";1;20
"dicle";0;49
"didem";0;152
"didi";1;24
"didia";0;22
"didiane";0;21
"didie";1;28
"didier";0,999254247000135;237344
"didiere";0;72
"diega";0;32
"diego";1;16156
"diégo";1;679
"diègo";1;34
"diegue";1;30
"diegui";1;26
"dielette";0;27
"diem";0;39
"diena";0;24
"dienaba";0;372
"diénaba";0;22
"dienabou";0;53
"dieneba";0;291
"diénéba";0;20
"diereba";0;23
"dieson";1;27
"dieter";1;198
"dietmar";1;20
"dietrich";1;74
"dieu";0;23
"dieudonne";0,973684210526316;760
"dieudonné";1;39
"dieudonnee";0;25
"dieydi";1;28
"dieyna";0;37
"dieynaba";0;586
"dihia";0;29
"dihya";0;143
"dijana";0;45
"dijle";0;72
"dikra";0;212
"dikran";1;54
"dila";0;289
"dilan";0,753200568990043;1406
"dilane";0,856287425149701;167
"dilani";0;21
"dilanur";0;24
"dilara";0;1161
"dilay";0;163
"dilber";0;75
"dilda";0;53
"dilek";0;693
"dilem";0;44
"dilette";0;35
"dilhan";1;310
"dilia";0;35
"dillan";1;70
"dillon";1;32
"dilovan";1;35
"dilwen";0;21
"dilys";0;33
"dima";0,163636363636364;165
"dimas";1;20
"dimitar";1;30
"dimitra";0;40
"dimitri";1;38066
"dimitrie";1;27
"dimitrije";1;33
"dimitrios";1;72
"dimitris";1;67
"dimitry";1;1822
"dimytri";1;25
"din";1;35
"dina";0,0057987822557263;6898
"dîna";0;35
"dinah";0;436
"dinaly";0;31
"dinan";1;29
"dinara";0;24
"dincer";1;20
"dine";1;84
"dinesh";1;71
"dinh";1;111
"dini";1;20
"dinis";1;376
"diniz";1;21
"dinna";0;38
"dino";1;1508
"diogene";1;94
"diogo";1;995
"diogou";0;37
"diolinda";0;113
"diompolo";0;21
"dion";1;96
"diona";0;28
"dioncounda";0,521276595744681;94
"dione";0,609375;64
"dioni";1;29
"dionis";1;64
"dionisia";0;27
"dionisio";1;123
"dionne";0;28
"diony";1;65
"dionys";1;58
"dior";0,219653179190751;173
"diorobo";0;35
"dioula";0;22
"dioulde";0;69
"diouma";0;137
"dipa";0;39
"diran";1;20
"diren";0,694444444444444;72
"dirk";1;67
"dita";0;32
"ditsa";0;22
"diva";0;99
"divan";1;24
"divana";0;22
"divi";1;28
"divia";0;25
"divin";1;90
"divina";0;93
"divine";0,0455991516436903;943
"divna";0;23
"divy";1;40
"divya";0;156
"diwan";1;194
"diwayne";1;22
"dixie";0;27
"dixon";1;90
"diya";0,292307692307692;195
"diyaeddine";1;22
"diyana";0;85
"diyar";1;219
"diye";0;75
"djaafar";1;43
"djaber";1;45
"djabir";1;35
"djabrail";1;32
"djack";1;36
"djad";1;46
"djaden";1;97
"djael";1;47
"djaël";1;56
"djafar";1;140
"djaffar";1;121
"djahel";1;38
"djahid";1;132
"djahida";0;101
"djahina";0;24
"djahyan";1;52
"djahyann";1;64
"djaid";1;46
"djaida";0;58
"djaina";0;50
"djaïna";0;46
"djaison";1;21
"djalal";1;66
"djalan";1;21
"djalel";1;58
"djalil";1;416
"djalila";0;67
"djalim";1;28
"djallal";1;32
